,18+,12-17,MA,NV,AR,MN,NJ,OH,NM,KY,NY,KS,MI,CO,IL,WA,LA,DE,OR,AK,MO,MD,CA,CT,AL,WV,NC
AL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,0,0,0.0,0.06503380391710695,0.0,1.0749754060869624e-16,8.870057451261231e-17,0.003588989452998609,0.0,0.15967689296521903,0.037661978496565635,0.05434485103856375,0.0,2.5014461999129267e-16,0.022798921777090895,1.1938069254113654e-16,0.058488738807106366,6.083082492293975e-17,0.03197375919616082,0.052497244503026945,0.23325634362732287,0.0,0.0,0.0,0.0,0.21318974079628136,5.224448029238965e-17
AR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL,0,0,3.033143199524149e-16,4.551942324844565e-17,0.10354991998320516,2.6814306250323694e-16,0.09866972171616142,0.0,0.0,0.0,0.0363756448334757,5.247504633511951e-16,1.0377479534829644e-16,0.10836673239457742,0.0,1.051512812757288e-16,7.154650136231844e-16,0.0878973901081258,0.03127794926218719,5.547472881452589e-16,0.0,0.0,0.08926039885096244,1.4953099205607282e-16,1.6987682392237888e-17,0.015483603156711446,0.0
GA,0,0,0.0,0.023341191468358446,0.0,0.0,0.06482424054836942,7.67441700710126e-17,7.889748550950832e-17,0.0029175852814221606,0.03911670427234852,4.597495402850752e-18,0.0,0.0,0.004930698234952733,0.0,2.0724524527060417e-16,1.2308071592309818e-16,0.014957165787883699,1.0115606269289756e-16,0.11862955935367246,2.248245952108358e-15,5.916261060232347e-16,0.0,0.0,4.945933208468285e-17,1.6572349775837334e-16
HI,0,0,2.1422467063549028e-16,0.03234588585040634,0.0,0.017770400452475764,0.10227646169282392,2.259996793357524e-18,0.09889502643297599,2.1343875018092762e-16,0.03891183235113519,4.711980428023987e-17,1.5892492855746363e-16,0.0,0.06977074528873037,0.012801755608743762,3.2498960120252995e-17,0.04034393563035933,0.045186545020164705,0.024823816722541123,0.0,0.2989752318884253,0.08629737850361495,0.26111920956557266,0.024417491373256748,1.281427938248037e-17,0.0
ID,0,0,9.991405981396682e-17,0.07985682411413235,0.1137570795724911,0.005279882170952179,0.14119936665736862,0.0,5.198135517166009e-17,0.09845087200689484,0.039578375022314385,0.03421993279345403,0.06446874531446371,4.0176638006180363e-16,0.007681294449997546,0.0656924644439206,0.36950749661809124,0.003288098817134462,0.03252590094262274,0.0,0.0,2.4692549194679647e-16,0.00011849833631906151,0.0,0.020769544978937068,9.81300083667955e-17,3.6513916473675356e-18
IL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,0,0,4.035589369872213e-16,4.810983944752373e-18,0.0,7.894134886270276e-17,1.3548223159347273e-16,0.07784111654671207,0.056734536028941886,0.0,0.03510356347801586,0.0,0.016969699309316622,5.072149741579025e-17,0.0663028435692496,1.1217405445793659e-16,0.0,0.0,0.043512283983905456,7.656500216821072e-17,3.469446951953614e-16,8.773760392203617e-16,0.0,0.0,0.0,0.020462646417859904,0.03133857880549792
IA,0,0,1.0069730581828091e-15,7.412532664528834e-17,1.381518271872e-16,0.005678572704643189,0.0,0.07315697339822679,0.08939469021494091,0.025686655623700014,0.036177551249441775,0.046129413469840966,0.0,0.0,0.05772402726039066,0.0,0.0,1.0230337815511341e-16,0.047537303769832444,2.430154466331533e-16,0.0,8.63173507128167e-16,8.012266560175601e-18,3.9161760323092664e-16,0.0,0.04908019956182747,0.1656254103536226
KS,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,0,0,0.0,0.007938380236328226,3.341502743676103e-17,0.05925126116214215,0.2632953114890896,2.439454888092385e-17,0.00799889801629323,7.27384817496056e-17,0.031178205649204982,0.0,0.0,0.06756168354057226,0.002735319190580559,0.2380128142598801,5.578355702709481e-16,0.0,0.03893517348805543,8.978379834306133e-17,3.6952320543737205e-16,0.3558188883819792,0.0,0.15756562839126345,1.5487998110588248e-17,1.2024773543161358e-16,1.3258412238148888e-17
MD,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,0,0,0.0,0.11731885626399943,0.0,1.135288507367594e-16,0.0,4.743384504624082e-18,0.0,0.07378641641008907,0.03699965936158026,0.2082830835205426,0.003292318135371851,0.0,0.03379368810722215,4.538691083314986e-17,0.17202325497231685,0.0,0.03594448293750674,3.3127458567115686e-16,0.0,0.0,0.0,3.407098971365939e-16,0.0,0.03798140363884288,6.686917474120102e-17
MO,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,0,0,6.259869509739569e-17,6.760410089112188e-18,0.14160085572687478,1.4846352890363653e-17,1.3065917112538987e-16,0.1743405586375458,0.09790402117195966,0.028791274005538072,0.03584982143760895,5.665094053442187e-17,0.0,0.0,0.03952724309700678,9.14917122932339e-17,5.043301930587885e-16,0.025115774737519424,0.04895567404150307,3.2698012862857756e-16,1.3623000297280363e-16,0.0,0.0,0.0,0.06965355712100374,0.08698033517728337,0.02131800779126597
NE,0,0,0.0,1.781415283338204e-17,5.302911897063344e-16,0.06551544337144505,1.3302618988232122e-17,0.04714097288278629,0.06264238882403338,0.0,0.03439000425835355,0.0,1.6860599786255285e-17,0.06928967168995626,0.0743483614854865,0.09065566969793527,1.3151032244841972e-15,0.034716297314878984,0.04562557358767217,0.0,1.6761765586625899e-16,9.159339953157541e-16,4.381301210650321e-16,1.6843150861562366e-05,0.0,0.04972338337288751,0.09765832166373507
NV,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
NJ,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,0,0,8.056859135713331e-16,0.05031083060084349,0.2847970691624034,0.0,0.047038960410815574,3.963447138108272e-17,0.026503913009300835,0.06355971172565293,0.04093690971631872,0.03248509164133832,4.0020232848661836e-17,6.774245956125373e-18,0.051633097974759394,0.0,0.3295331133232348,0.035580250077709916,0.03869054045017799,0.17901354603593295,1.0977546996415732e-17,2.587012755801586e-16,0.027867279328901408,0.0004399249689110683,0.050647900520898036,0.013835077450015092,6.656315810057481e-17
OH,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OK,0,0,7.040673277904773e-17,6.0884191851173855e-18,0.02095803425854756,1.857363883939677e-16,4.8528798362975556e-17,0.0,0.0,0.0,0.03538555278119123,1.8282275960445408e-17,0.06917298403754235,0.0,0.03125472137045625,7.148166453497601e-17,0.0,0.0,0.03452497385294327,4.5234947515168655e-17,0.0,0.0,0.0,1.1770448359628885e-16,0.0,1.1838936256911553e-17,0.0
OR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,0,0,0.0,6.535909780039754e-17,5.648834787851796e-06,0.10713899605014299,0.00721481938446267,1.311613578164339e-16,0.09414610706233034,0.010904888837102923,0.03892374416766799,7.370921613893673e-17,0.03216937467179175,0.0888980967664305,0.03627825763092157,0.03566432110708609,0.0,0.0839771286616725,0.04575461832440054,1.188912385425081e-16,0.0,4.618484664145862e-19,0.11660239854768245,7.96351874912875e-17,2.362759872382593e-16,0.02179519538634601,2.4061809465521327e-17
RI,0,0,0.0,0.06723230766441173,2.042674752240203e-06,0.02311428820870528,0.021121676077737513,0.0,0.0,0.06714252636107335,0.03852529789777986,0.0,0.11616205641917214,2.8996903600783483e-17,0.02546829970507126,2.7575731853378898e-17,0.0,0.13146520414928944,0.03567144177744921,0.0,0.0,0.0,0.0,0.24472619537907636,0.0,0.10636836913492198,2.4277077650127212e-17
SC,0,0,1.7524760286242822e-16,0.01721341318357176,0.0,0.0,0.1270115841376148,0.09264610343135017,0.027134451573740722,0.0,0.03422100022354983,0.0,0.03104612609702455,1.2213069859705449e-16,0.01598951048718774,0.030967606756302106,0.0,0.18494053713050085,0.040137466407525225,2.0940348522020813e-17,3.361026734705064e-17,0.0,1.4886243103715468e-16,3.5960474845756655e-16,0.0,0.01205326785598742,6.773081572397249e-17
SD,0,0,0.0,0.06539475391964653,0.0,0.0,3.5796403935557684e-17,0.0,2.3465674547481335e-16,0.0,0.03817905256394616,0.0,6.949705765383449e-17,0.0,0.02402202937985389,0.0,1.8260675090087108e-16,2.6837159163236362e-17,0.019826959662181662,0.006568896560994138,0.17935115222819234,9.09269246138664e-16,4.094969255323996e-17,0.0,1.2775303821277512e-16,0.09647976319596117,1.1969066909982113e-17
TN,0,0,6.444436376571269e-16,5.001657367670042e-18,0.22625190978123103,0.0,0.0,0.4195153613662939,0.06944454864069603,6.831828939374285e-17,0.0360697118839223,0.03695751627888022,0.0,0.0,0.06671223257460021,1.064033412562139e-17,0.0,0.0,0.04834509440968115,0.0,0.0,0.0,1.3592277543359399e-16,0.0,0.09133114275308418,0.0657964378694614,0.07747237503736003
TX,0,0,0.0,7.769147654326976e-18,0.0,2.4187172247056514e-16,0.0,0.0,0.0,0.12176122267974895,0.03705893256903419,6.422913272889375e-17,1.1308338144814262e-16,0.05562473397713336,0.009545698755260776,0.0,0.010780881020601998,0.0,0.030393136107574787,0.0,0.10291522128105321,0.0,4.0275988395228216e-17,5.3575544144687955e-17,2.6697398560188413e-17,0.10707744197458102,8.273947376721891e-17
UT,0,0,7.702860623111203e-16,0.03771985202840799,0.10907744000570677,1.271913176001674e-17,0.06125435079681349,4.238880005440467e-17,0.0,1.600553457131726e-17,0.038180740312102494,1.622471466622134e-16,0.0,0.0,0.007032340857423897,0.0,1.3140530330524314e-16,5.269105627908687e-16,0.03604214004210327,0.11065064801342835,0.0,3.6283819208205935e-16,0.06887770683923869,0.0,0.004949798309020136,7.060222655907139e-17,0.06684251268534401
VT,0,0,0.7386166969844781,7.384159709932874e-18,1.5612867404898193e-16,0.059127956780880946,9.288700314246395e-17,0.0,0.08072338802138831,0.0,0.03458989289242477,0.0,0.02858497830423408,0.0,0.066210801372146,0.11232290048659843,1.0741733023900135e-16,0.07506671230656853,0.045604880438967016,0.0,5.900770323752358e-17,8.415362125512913e-16,1.0471498733555028e-16,1.994226037361167e-16,1.606724068375046e-16,0.03131622224101166,9.094628447125211e-17
VA,0,0,0.0,2.8969936462059837e-17,1.7827188130666486e-18,0.20531909071462734,0.03225463235935478,0.09614606319103972,0.0736008079081648,0.0035803980896955707,0.035713426619313995,0.08851685470132152,0.0,0.4697736176575336,0.08047272791183378,0.03323506802689339,0.0,9.020579869966274e-17,0.046637107039356786,0.03296545167238056,2.3210058007483436e-16,1.4294115122629984e-15,0.21429148141065324,0.0,0.10974382017220922,7.096663432306596e-17,0.20149670994968094
WA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WI,0,0,5.875252333247166e-16,0.13075132568230094,0.0,0.18262330322201273,0.03383887472938797,0.01562386109304672,0.05879634180842642,2.1521413123837263e-17,0.03886858516696783,0.09228995913572466,0.009451541802425537,1.5287482018041207e-16,0.042885983973540764,0.07913752319004269,0.0,0.0,0.04375315487864649,0.0,1.1137195766314223e-15,1.0130670089643138e-15,0.0,0.0,0.029161376420332244,6.296500018884622e-17,0.0
WY,0,0,2.737548318918037e-16,2.2511134415908777e-17,8.798607817333601e-17,0.14870948800206563,0.0,0.0,0.021000110338305025,0.03898315951583477,0.03867384159088311,0.0,0.12968291141397686,0.01692490046089277,0.0664400331541189,0.0,7.619637342956564e-16,0.0723503754260149,0.04085769896698529,0.0,2.0694708967317066e-16,0.0,0.010334309407419731,0.0,0.0,0.0723769127700206,7.159453919045712e-18
